Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Blue Flower Society	yearofthegoat	blue_flower_society_yotg	Character	Guiding Hand	Secret Students of Subterfuge	1		{han}{chi}	1	0	0	Fixed	Blue Flower Society Secret Students Student Subterfuge	This card cannot be intercepted by or intercept Characters that share a designator with another Character in play.	
Board of Punishments	yearofthegoat	board_of_punishments_yotg	Character	Eaters of the Lotus	Eunuch Torturers	2	{lot}	{lot}{mag}	2	0	0	Fixed	Board Punishments Punishment Eunuch Torturers Torturer	Once per turn when a Character is smoked, you may draw a card. If you do, that Character's controller must discard a card at random.	
Bountiful Master	yearofthegoat	bountiful_master_yotg	Character	Guiding Hand	Kung Fu Gardener	4	{han}{han}	{han}{chi}	6	0	0	Fixed	Bountiful Master Kung Fu Gardener	Once per turn, when an effect targets a card you control, you may target a damaged Site :: Heal target and draw a card.	
Buddhist Bellringer	yearofthegoat	buddhist_bellringer_yotg	Character	Guiding Hand	Zazen Student	2		{han}{chi}	2	0	0	Fixed	Buddhist Bellringer Zazen Student	Characters you control at this location gain Toughness: 1 except when attacking.	
Bustling Metro Station	yearofthegoat	bustling_metro_station_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	Bustling Metro Station	When this site is revealed, you may choose an Event targeting a card you control :: Cancel the chosen event. 	
Campaign Manager	yearofthegoat	campaign_manager_yotg	Character	Ascended	Political Fundraiser	1	{asc}	{asc}	1	0	0	Fixed	Campaign Manager Political Fundraiser	Once per turn when you play an Edge, target an opponent who has completed at least one turn :: Steal 1 Power from target.	
Cargo Plane	yearofthegoat	cargo_plane_yotg	State	Unaligned	State	1			0	0	0	Fixed	Cargo Plane	Vehicle. Play on a Character. Subject gains Toughness: 1 and Mobility. You may play Characters, and Vehicle States, and Weapon States during any Main Shot.	
Cat Stance	yearofthegoat	cat_stance_yotg	Event	Chi	Event	1	{chi}{chi}{chi}		0	0	0	Fixed	Cat Stance	Target a State and choose a legal subject for target :: Cancel and smoke target, then return it to play on the chosen subject.	
Charnel Ground	yearofthegoat	charnel_ground_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	6	Fixed	Charnel Ground	Limited. Turn this card and toast a random Character in your smoked pile :: Gain 1 Power.	
Cheap Baboon Trick	yearofthegoat	cheap_baboon_trick_yotg	Event	Jammers	Event	1	{jam}		0	0	0	Fixed	Cheap Baboon Trick	Play in response to an Event that would remove a Character you control from play, and target up to 4 Sites :: Cancel that Event, and inflict 1 non-combat damage on each target.	
Chi Bomb	yearofthegoat	chi_bomb_yotg	Event	Jammers	Event	1	{jam}{jam}		0	0	0	Fixed	Chi Bomb	Target an unrevealed Site :: Reveal target. If target is Unique, smoke it; otherwise inflict 2 non-combat damage on all cards at its location.	
Christopher Colobus	yearofthegoat	christopher_colobus_yotg	Character	Jammers	Old World Monkey	4	{jam}{jam}	{jam}	6	0	0	Fixed	Christopher Colobus Colobu Old World Monkey	Unique. Unstoppable. When a Feng Shui Site is revealed this card gains Toughness: 2 until the end of the turn.	
Chthonian Lake	yearofthegoat	chthonian_lake_yotg	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	10	Fixed	Chthonian Lake Netherworld	Cannot be burned.	
Chun Qi Shuan	yearofthegoat	chun_qi_shuan_yotg	Character	Dragons	Selfless Hero	4	{dra}{dra}	{dra}	6	0	0	Fixed	Chun Qi Shuan Selfless Selfles Hero	Unique. Guts. When this card is smoked, cut your deck and reveal the top card. You may play that card at no cost, regardless of type.	
City Hall	yearofthegoat	city_hall_yotg	Site	Ascended	Site	2		{asc}{chi}	0	1	6	Fixed	City Hall	Turn, except during an attack, and target a Character and a location controlled by the same player :: Move target Character to target location.	
Clueless Heroes	yearofthegoat	clueless_heroes_yotg	Character	Dragons	Meddling Portal Crawlers	5	{dra}{dra}{dra}	{dra}	8	0	0	Fixed	Clueless Clueles Heroes Heroe Hero Meddling Portal Crawlers Crawler	Independent. Toughness: 1. Mobility.	
Commander Roger Keyes	yearofthegoat	commander_roger_keyes_yotg	Character	Ascended	Sworn Mercenary	4	{asc}{asc}	{asc}	6	0	0	Fixed	Commander Roger Keyes Keye Key Sworn Mercenary	Unique. Tactics. Toughness: 1. Cannot be intercepted while you have 4 or more Power in your pool.	
Contract Assassin	yearofthegoat	contract_assassin_yotg	Character	Ascended	Sworn Killer	5	{asc}{asc}{asc}	{asc}	8	0	0	Fixed	Contract Assassin Sworn Killer	Assassinate. Stealth.	
Coordinated Sabotage	yearofthegoat	coordinated_sabotage_yotg	Event	Jammers	Event	0	{jam}{jam}		0	0	0	Fixed	Coordinated Sabotage	Target a Character or Site :: Until the end of the turn, when a player declares or joins an attack, inflict 2 non-combat damage on target.	
Corners of the Mouth	yearofthegoat	corners_of_the_mouth_yotg	Event	Guiding Hand	Event	1	{han}{han}{han}		0	0	0	Fixed	Corners Corner Mouth	Toast It. Choose two Events in your smoked pile :: Return the chosen Events to your hand.	
Craft and Might	yearofthegoat	craft_and_might_yotg	Event	Four Monarchs	Fire and Thunder Event	1	{mon}{mon}{mag}		0	0	0	Fixed	Craft Might Fire Thunder	Until the end of the turn, {mon} Characters gain +2 combat damage, and <Warrior> Characters gain an additional +1 combat damage and Tactics.	
Damned Dirty Apes	yearofthegoat	damned_dirty_apes_yotg	Character	Jammers	Raw Recruits	1		{jam}{tek}	1	0	0	Fixed	Damned Dirty Apes Ape Ap Raw Recruits Recruit	When this card is targeted by an Event, inflict 1 non-combat damage on all cards at this location.	
Death Masque	yearofthegoat	death_masque_yotg	State	Magic	State	2	{mag}{mag}		0	0	0	Fixed	Death Masque	Play on a Character. Subject gains +3 Fighting while this card is unturned. Turn and maintain and target a Character :: Blank subject's rules text and copy target's printed rules text onto subject.	
Desolate Mountain	yearofthegoat	desolate_mountain_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Fixed	Desolate Mountain	When a Character inflicts combat damage on a Site at this location, inflict 2 non-combat damage on that Character.	
Disgruntled Techie	yearofthegoat	disgruntled_techie_yotg	Character	Jammers	Anarchist City Employee	1	{jam}	{jam}{tek}	1	0	0	Fixed	Disgruntled Techie Anarchist City Employee	When a player plays a non-Feng Shui Site, this card gains +1 Fighting until it leaves play.	
Double Feature	yearofthegoat	double_feature_yotg	Event	Dragons	Event	3	{dra}		0	0	0	Fixed	Double Feature	Choose any 2 Characters from smoked piles :: Return the chosen characters to play under their owner's control. Reduce the cost of this card by 1 for each returned Character you do not own.	
Ejector Seat Malfunction	yearofthegoat	ejector_seat_malfunction_yotg	Event	High Tech	Hacker Event	0	{tek}{tek}		0	0	0	Fixed	Ejector Seat Malfunction Hacker	Limited. Target an attacking Character :: Smoke target, then return it to play.	
Empire of Evil	yearofthegoat	empire_of_evil_yotg	Edge	Eaters of the Lotus	Edge	1	{lot}		0	0	0	Fixed	Empire Evil	Limited. You may play Sites at -1 cost.	
Exo Skeleton	yearofthegoat	exo_skeleton_yotg	State	High Tech	State	3	{tek}		0	0	0	Fixed	Exo Skeleton	Vehicle. Play on a Character. Subject gains +X Fighting and Toughness: 1. X = the number of {tek} resources in your pool.	
Extortion	yearofthegoat	extortion_yotg	Edge	Ascended	Edge	1	{asc}{asc}		0	0	0	Fixed	Extortion	Whenever an opponent's Event would target, damage, or smoke a card you control, you may steal 1 Power from that opponent.	
Eyes of the Magpie	yearofthegoat	eyes_of_the_magpie_yotg	Character	Ascended	Transformed Brokers	2		{asc}{chi}	2	0	0	Fixed	Eyes Eye Ey Magpie Transformed Brokers Broker	Tactics. +1 Fighting while you have Power in your pool.	
Faith in the Halls of Power	yearofthegoat	faith_in_the_halls_of_power_yotg	Edge	Ascended	Church Edge	1	{asc}{asc}{asc}		0	0	0	Fixed	Faith Halls Hall Power Church	If you have no Power in your pool, smoke this card and draw a card. Turn this card and a Feng Shui Site you control :: Gain 1 Power.	
Familiar Spirit	yearofthegoat	familiar_spirit_yotg	State	Magic	State	3	{mag}		0	0	0	Fixed	Familiar Spirit	Play on a Character. Subject gains +3 Fighting. Turn and target a Character at this location :: Inflict 1 non-combat damage on target. When subject leaves play, put three "Spirit" Character tokens into play. They each have a printed Fighting of 1 and a printed cost of {mon}1.	
Fire Breather	yearofthegoat	fire_breather_yotg	Character	Four Monarchs	Street Performer	1	{mon}	{mon}{mag}	1	0	0	Fixed	Fire Breather Street Performer	When this card turns to attack, target a Character at the location of the attack :: Inflict 1 non-combat damage on target.	
Fireworks Display	yearofthegoat	fireworks_display_yotg	Event	Jammers	Fire Event	0	{jam}{jam}		0	0	0	Fixed	Fireworks Firework Display Fire	Until the end of the turn, all Characters gain Mobility and +2 combat damage against Characters, and cannot be prevented from intercepting.	
Frenzy	yearofthegoat	frenzy_yotg	State	Four Monarchs	Bloodthirsty Fire State	0	{mon}{mon}		0	0	0	Fixed	Frenzy Bloodthirsty Fire	Play on a Character. Subject gains +X Fighting and Loyalty. X = the number of damaged Characters in play.	
Full Metal Nutball	yearofthegoat	full_metal_nutball_yotg	Character	Jammers	Gun-Crazed Survivalist	4	{jam}{jam}{jam}	{jam}	6	0	0	Fixed	Full Metal Nutball Gun Crazed Survivalist	Immunity to Unique cards. Damage inflicted on this card by Unique cards is reduced to 0.	
Gao Family Banquet Hall	yearofthegoat	gao_family_banquet_hall_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	4	Fixed	Gao Family Banquet Hall	Unique. Turn and target an attacking Character :: Target ceases attacking and all other attackers gain +1 combat damage until the end of the attack.	
Garden of Eternal Spring	yearofthegoat	garden_of_eternal_spring_yotg	Site	Chi	Site	2		{chi}{chi}	0	1	6	Fixed	Garden Eternal Spring	Limited. Turn and target a card :: Heal 2 damage from target.	
Grave Robbers	yearofthegoat	grave_robbers_yotg	Character	Eaters of the Lotus	Sinister Defilers	3	{lot}{lot}	{lot}{mag}	4	0	0	Fixed	Grave Robbers Robber Sinister Defilers Defiler	+2 combat damage against undamaged cards.	
Grease Shack	yearofthegoat	grease_shack_yotg	Site	Dragons	Site	2		{dra}{tek}	0	1	6	Fixed	Grease Shack	Turn and target a Character :: Until the end of the turn, target gains Guts, or Toughness: 1 if target already has Guts.	
Guerilla Nihilists	yearofthegoat	guerilla_nihilists_yotg	Character	Jammers	Freedom Fighters	3	{jam}	{jam}	4	0	0	Fixed	Guerilla Nihilists Nihilist Freedom Fighters Fighter	Independent. +2 Fighting for each Site in your smoked pile.	
Harati	yearofthegoat	harati_yotg	Character	Eaters of the Lotus	Mother of Demons	5	{lot}{lot}{lot}{mag}	{lot}	9	0	0	Fixed	Harati Mother Demons Demon	Unique. All your Characters at this location gain Regenerate and the designator <Demon>.	
Heroic Rematch	yearofthegoat	heroic_rematch_yotg	Event	Dragons	Event	0	{dra}{dra}		0	0	0	Fixed	Heroic Rematch	Play when at least two Characters controlled by different players are smoked at the same time. Choose two of those characters controlled by different players :: Return the chosen Characters to play under their owners' controls. 	
Heroic Shoulder Wound	yearofthegoat	heroic_shoulder_wound_yotg	Event	Dragons	Event	0	{dra}{dra}		0	0	0	Fixed	Heroic Shoulder Wound	Limited. Play when a Character you control is reduced to 1 Fighting :: Gain 2 Power.	
Hidden Sanctum	yearofthegoat	hidden_sanctum_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	4	Fixed	Hidden Sanctum	Sites at this location gain +5 Body.	
Highway Ronin	yearofthegoat	highway_ronin_yotg	Character	Guiding Hand	Wandering Swordsman	3	{han}{han}	{han}{chi}	4	0	0	Fixed	Highway Ronin Wandering Swordsman	Superleap. Mobility.	
Hong Kong's Finest	yearofthegoat	hong_kongs_finest_yotg	Character	Dragons	Honest Cops	2		{dra}	2	0	0	Fixed	Hong Kong's Kong' Finest Honest Cops Cop	While you have at least {dra}{dra}{dra}{dra} in your pool, this card gains +1 Fighting for each column in your Site structure that contains a Power-generating Site.	
Honor and Glory	yearofthegoat	honor_and_glory_yotg	State	Four Monarchs	State	1	{mon}{mon}		0	0	0	Fixed	Honor Glory	Schtick. Play on a Character. Turn and maintain and target a Character :: Subject gains Ambush and Toughness: 2 while in combat with target.	
Horseshoe Island	yearofthegoat	horseshoe_island_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Fixed	Horseshoe Island	Turn during an attack if this card is in the front row :: Change all targets of the attack to this card	
House Arrest	yearofthegoat	house_arrest_yotg	State	Ascended	State	0	{asc}{asc}		0	0	0	Fixed	House Arrest	Play on a Character. Subject does not unturn during its controller's Establishing Shot.	
Hovercraft	yearofthegoat	hovercraft_yotg	State	Unaligned	State	1			0	0	0	Fixed	Hovercraft	Vehicle. Play on a Character. Subject gains +2 combat damage, Tactics and Unstoppable.	
Huang Yi	yearofthegoat	huang_yi_yotg	Character	Guiding Hand	Master of the Sapphire Guard	5	{han}{han}{han}	{han}{chi}	8	0	0	Fixed	Huang Yi Master Sapphire Guard	Unique. This card gains all bold-faced abilities currently possessed by other Characters in play.	
Humble Beginnings	yearofthegoat	humble_beginnings_yotg	Event	Chi	Event	0	{chi}{chi}		0	0	0	Fixed	Humble Beginnings Beginning	Play at the start of your turn. Gain 2 Power if an opponent controls more Sites than you. Other Events you play during this Establishing Shot generate no Power.	
Incendiary Blast	yearofthegoat	incendiary_blast_yotg	Event	Magic	Fire Event	1	{mag}{mag}		0	0	0	Fixed	Incendiary Blast Fire	Target a Character :: Target takes 4 Corrupted non-combat damage.	
Innocent Convict	yearofthegoat	innocent_convict_yotg	Character	Dragons	Fugitive on the Run	3	{dra}{dra}	{dra}	4	0	0	Fixed	Innocent Convict Fugitive Run	Mobility. Cannot be the target of Events.	
Inspector Dee	yearofthegoat	inspector_dee_yotg	Character	Dragons	Detective Ahead of His Time 	5	{dra}{dra}{dra}	{dra}{tek}	8	0	0	Fixed	Inspector Dee Detective Ahead His Hi Time	Unique. Independent. Tactics. Gain 1 Power when an attack you declared succeeds. Lose 1 Power when an attack you declared fails.	
Jade Jones	yearofthegoat	jade_jones_yotg	Character	Dragons	Shamanistic Martial Artist	4	{dra}{dra}	{dra}{mag}	6	0	0	Fixed	Jade Jones Jone Jon Shamanistic Martial Artist	Unique. Independent. All players play with the top card of their deck revealed. This card gains Immunity to any non-Character card types currently revealed this way.	
Jian	yearofthegoat	jian_yotg	Character	Eaters of the Lotus	Demon Ghost	2		{lot}{mag}	2	0	0	Fixed	Jian Demon Ghost	Regenerate. Play at no cost when an opponent spends 3 or more Power at one time.	
Joe Yeung	yearofthegoat	joe_yeung_yotg	Character	Jammers	Mighty Ape	5	{jam}{jam}{jam}	{jam}	7	0	0	Fixed	Joe Yeung Mighty Ape	Unique. When this card enters play, Characters you control gain +2 Fighting until the end of the turn.	
Journey's Reward	yearofthegoat	journeys_reward_yotg	Event	Guiding Hand	Event	0	{han}		0	0	0	Fixed	Journey's Journey' Reward	Play in response to an Event :: Cancel that Event and that Event's controller gains 1 Power.	
Junkyard Engineer	yearofthegoat	junkyard_engineer_yotg	Character	Dragons	Brilliant Techie	1		{dra}{tek}	1	0	0	Fixed	Junkyard Engineer Brilliant Techie	Enters play turned. Turn and target another {tek} card :: Increase by one the values of all numbers not written as words in target's rules text until the end of the turn.	
Just Gettin' Riled Up	yearofthegoat	just_gettin'_riled_up_yotg	Event	Dragons	Event	0	{dra}		0	0	0	Fixed	Just Gettin' Riled up	Target a Character :: Inflict 1 Unstoppable non-combat damage on all Characters except target.	
Kitsune	yearofthegoat	kitsune_yotg	Character	Guiding Hand	Martial Artist Guardian	4	{han}{han}	{han}	6	0	0	Fixed	Kitsune Martial Artist Guardian	Unique. While this card is in your smoked pile, pay 3 Power and target an opponent's attacker :: Return this card to play and change the target of target's attack to this card.	
Knight Templar	yearofthegoat	knight_templar_yotg	Character	Four Monarchs	Thunder Warrior	3	{mon}{mon}	{mon}	4	0	0	Fixed	Knight Templar Thunder Warrior	Cannot turn to change location. +2 Fighting while at the same location as a Site owned by an opponent.	
Little Flower	yearofthegoat	little_flower_yotg	Character	Eaters of the Lotus	Petal Assassin	1		{lot}	1	0	0	Fixed	Little Flower Petal Assassin	Assassinate.	
M.A.D.	yearofthegoat	m.a.d._yotg	Event	Jammers	Event	1	{jam}{jam}		0	0	0	Fixed	M.A.D.	Sacrifice a Feng Shui Site and target a Site :: Smoke target.	
Martial Focus	yearofthegoat	martial_focus_yotg	Edge	Unaligned	Edge	2			0	0	0	Fixed	Martial Focus Focu	Characters you control gain +2 combat damage while they are the subject of one or more States and they gain +2 combat damage against cards that are the subject of one or more States.	
Masked Man	yearofthegoat	masked_man_yotg	Character	Unaligned	Mysterious Stranger	2			2			Promo	masked man mysterious stranger	Limited. Toast It. When this card enters play, choose a resource :: You gain that resource until the end of the turn this card leaves play. Sacrifice this card during any Main Shot :: Play a Unique Character at -2 cost, and immediately turn it if this card was turned when it was sacrificed.	
Master Fletcher	yearofthegoat	master_fletcher_yotg	Character	Four Monarchs	Teacher of Archers	2	{mon}	{mon}	2	0	0	Fixed	Master Fletcher Teacher Archers Archer	Turn and maintain and target a non-<Master> Character :: Target gains +X Fighting. X = this card's Fighting at the time it was turned.	
Maze of Little Passages	yearofthegoat	maze_of_little_passages_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	9	Fixed	Maze Little Passages Passage Passag	When this card is revealed, swap the front-row and back-row Sites at each location. This may change the target of an attack.	
Mesmerism	yearofthegoat	mesmerism_yotg	Event	Eaters of the Lotus	Event	1	{lot}{lot}{lot}{mag}		0	0	0	Fixed	Mesmerism	Target a non-Unique Character :: Take control of target until the end of the turn.	
Meteor Hammer	yearofthegoat	meteor_hammer_yotg	State	Unaligned	State	1			0	0	0	Fixed	Meteor Hammer	Weapon. Play on a Character. Twice per turn when a Character is smoked, unturn this card. Turn :: Subject gains +2 combat damage until the end of the turn.	
Mobius Portal	yearofthegoat	mobius_portal_yotg	Site	Magic	Site	2		{mag}{mag}	0	1	6	Fixed	Mobius Mobiu Portal	Once per turn when you play an Event, target a Character or Site :: Inflict 1 Unstoppable non-combat damage on target and heal 1 damage from a card you control.	
Mogwai	yearofthegoat	mogwai_yotg	Character	Eaters of the Lotus	Demon Spirit	3	{lot}{lot}{mag}	{lot}	4	0	0	Fixed	Mogwai Demon Spirit	Lethal. +2 Fighting while you are one Feng Shui Site away from victory.	
Monster Truck Ambulance	yearofthegoat	monster_truck_ambulance_yotg	State	Dragons	State	3	{dra}{dra}{dra}	{tek}	0	0	0	Fixed	Monster Truck Ambulance	Vehicle. Play on a Character. Subject gains Toughness: 2, +3 Fighting and Mobility. When this card enters play, heal all Characters at subject's location.	
Mostly Dead Zone	yearofthegoat	mostly_dead_zone_yotg	Site	Jammers	Site	2		{jam}{tek}	0	1	6	Fixed	Mostly Dead Zone	Turn and heal 1 damage from this card and target a Site :: Cancel target until the end of the turn.	
Mountain Falls	yearofthegoat	mountain_falls_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	Mountain Falls Fall	Toughness: 1.	
Netherworld Trickster	yearofthegoat	netherworld_trickster_yotg	Character	Dragons	Redeemed Thief	1		{dra}{tek}	1	0	0	Fixed	Netherworld Trickster Redeemed Thief	Cannot attack Characters. When this card is smoked by an opponent, you may steal 1 Power from that player.	
Nicole D'Orca	yearofthegoat	nicole_dorca_yotg	Character	Ascended	Lodge Agent	3	{asc}{asc}	{asc}{chi}	4	0	0	Fixed	Nicole D'Orca Lodge Agent	Unique. When this card attacks an opponent, choose a designator :: Look at that opponent's hand. This card gains +1 Fighting until it leaves play for each card with the chosen designator.	
Nine Cuts	yearofthegoat	nine_cuts_yotg	Character	Unaligned	Shadowy Assassin	3			3			Promo	nine cut cuts shadowy assassin	Unique. Assassinate. When Nine Cuts inflicts combat damage on a Character, smoke that Character.	
Ominous Cave Mouth	yearofthegoat	ominous_cave_mouth_yotg	Site	Eaters of the Lotus	Geomantic Site	2		{lot}{mag}	0	1	6	Fixed	Ominous Ominou Cave Mouth Geomantic	Turn and maintain and target a Site :: Either increase or decrease target's Body by 1. This may not reduce the target's Body to zero or less.	
On the Wire	yearofthegoat	on_the_wire_yotg	Event	High Tech	Event	0	{tek}{tek}		0	0	0	Fixed	On Wire	Play at the start of your turn. Gain 2 Power if an opponent has more Power than you. Other Events you play during this Establishing Shot generate no Power.	
Operation Hidden Tiger	yearofthegoat	operation_hidden_tiger_yotg	Event	Ascended	Event	0	{asc}		0	0	0	Fixed	Operation Hidden Tiger	Play during an attack against a Character and target an attacking Character :: Target gains Ambush and Assassinate until the end of the turn.	
Operation Tethered Goat	yearofthegoat	operation_tethered_goat_yotg	Event	Ascended	Event	0	{asc}	{chi}	0	0	0	Fixed	Operation Tethered Goat	Until the start of your next turn, each time an opponent declares an attack against a card you control, gain 1 Power. If the attack is successful, that opponent gains 1 Power. No player may gain more than 2 power per turn in this way.	
Origami Fortress	yearofthegoat	origami_fortress_yotg	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	8	Fixed	Origami Fortress Fortres Netherworld	Unique. Combat damage inflicted on this card by a Character with a printed cost greater than or equal to this card's current Body is reduced to 0.	
Pacifists	yearofthegoat	pacifists_yotg	Character	Guiding Hand	Meditating Monks	1	{han}	{han}{chi}	1	0	0	Fixed	Pacifists Pacifist Meditating Monks Monk	Cannot turn to attack. When one or more Characters inflict combat damage on a Site you control, this card gains +2 Fighting until it leaves play.	
Personal Assault Vehicle	yearofthegoat	personal_assault_vehicle_yotg	State	High Tech	Scooter State	1	{tek}		0	0	0	Fixed	Personal Assault Vehicle Scooter	Vehicle. Play on a Character. Turn this card, pay 1 Power and choose one ability: +2 Fighting, Toughness: 1, or Unstoppable :: Subject gains the chosen ability until it leaves play.	
Pi Yin	yearofthegoat	pi_yin_yotg	Character	Four Monarchs	Ice Sorceress	5	{mon}{mon}{mon}	{mon}{mag}	9	0	0	Fixed	Pi Yin Ice Sorceress Sorceres	Unique. Independent. Your undamaged Sites and your undamaged Characters gain Toughness: 1.	
Plague of Moths	yearofthegoat	plague_of_moths_yotg	Event	Eaters of the Lotus	Event	2	{lot}{lot}{mag}{mag}		0	0	0	Fixed	Plague Moths Moth	Smoke all Characters in play with a printed cost of 2 or less. Then, return to play all Characters in smoked piles with a cost of 2 or less that were not smoked in this way.	
Police Escort	yearofthegoat	police_escort_yotg	Character	Ascended	Sworn Cops	1		{asc}	1	0	0	Fixed	Police Escort Sworn Cops Cop	Toughness: 1 and Mobility while at the same location as a Unique card you control.	
Political Favors	yearofthegoat	political_favors_yotg	Event	Ascended	Event	0	{asc}		0	0	0	Fixed	Political Favors Favor	Target an Edge :: Cancel and smoke target, and its controller gains 1 Power.	
Proximi-chi Scanner	yearofthegoat	proximi_chi_scanner_yotg	State	Jammers	State	0	{jam}		0	0	0	Fixed	Proximi chi Scanner	Play on a Character. Subject gains +1 combat damage, and an additional +2 combat damage against Unique cards.	
Pyromaniac	yearofthegoat	pyromaniac_yotg	Character	Jammers	Crazy Man on Fire	3	{jam}	{jam}	3	0	0	Fixed	Pyromaniac Crazy Man Fire	Guts. When one or more Characters you control inflict combat damage on a Site, this card gains +1 Fighting until it leaves play.	
Quanqiu Wishing Well	yearofthegoat	quanqiu_wishing_well_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	5	Fixed	Quanqiu Wishing Well	Unique. When an opponent declares an attack against a card you control, gain 1 Power.	
